"","lon","lat"
"574",21.824312,39.074208
"575",-78.4678382,-0.1806532
"576",13.404954,52.5200066
"577",-71.542969,-35.675147
"578",-71.542969,-35.675147
"579",-2.9349852,43.2630126
"580",-80.7089101,-0.9676533
"581",-98.7591311,20.1010608
"582",-98.7591311,20.1010608
"583",15.2551187,54.5259614
"584",-83.9811014,34.1140497
"586",-99.133208,19.4326077
"587",-78.183406,-1.831239
"588",-116.5765035,53.9332706
"589",-98.7591311,20.1010608
"590",4.3517211,50.8503463
"591",-98.2062727,19.0414398
"593",-70.6692655,-33.4488897
"595",-98.7623874,20.0910963
"601",-79.2112769,-4.0078909
"603",-77.0717376,39.103391
"605",-79.9703547,-1.8636132
"606",-80.2225448,-3.4763823
"607",-78.183406,-1.831239
"608",-79.8254722,-3.7585919
"610",24.4821552,35.3643615
"611",-79.5940544,-2.1387682
"613",-79.9553924,-3.2581112
"614",-0.1277583,51.5073509
"615",-78.183406,-1.831239
"616",-70.6415277,-33.4791771
"617",-89.9839935,38.5200504
"619",-105.1273817,39.9193013
"620",-98.8831506,20.1155111
"621",-71.1275212,-33.3977192
"622",-92.9475061,17.989456
"623",7.6853114,51.5426349
"624",-77.6109219,43.16103
"625",-0.1277583,51.5073509
"626",5.3878266,52.1561113
"627",16.765202,41.137508
"628",9.9936819,53.5510846
"629",12.4295953,53.6126505
"630",9.0924903,55.3307714
"631",11.5819805,48.1351253
"632",-77.8136035,-0.9962972
"633",-93.268225,37.1630363
"635",8.2397608,50.0782184
"639",78.1358472,29.3724422
"641",-1.890401,52.486243
"642",-3.188267,55.953252
"644",-6.2885962,36.5270612
"645",-1.61778,54.978252
"648",4.3517211,50.8503463
"649",-0.1277583,51.5073509
"650",6.1431577,46.2043907
"651",-0.1277583,51.5073509
"653",13.404954,52.5200066
"654",12.56738,41.87194
"655",101.975766,4.210484
"658",-78.183406,-1.831239
"660",-78.9995154,-1.5904721
"661",-3.7037902,40.4167754
"663",-94.6707917,38.9822282
"664",-102.552784,23.634501
"665",133.775136,-25.274398
"666",-117.1610838,32.715738
"667",-116.5765035,53.9332706
"668",-58.4393223,-34.6147056
"669",-75.7025628,45.4186218
"670",-76.8867008,40.2731911
"671",-78.183406,-1.831239
"672",71.5249154,34.0151366
"673",-122.3320708,47.6062095
"674",-107.3940117,24.8090649
"675",-78.7617893,-3.8290942
"676",-77.1710914,38.882334
"678",106.6296638,10.8230989
"679",-79.6109049,-3.6873033
"680",-80.678988,32.433535
"681",-85.7584557,38.2526647
"682",-113.4909267,53.544389
"683",-95.712891,37.09024
"684",-78.9968344,-2.8943068
"685",149.6564494,-36.6806101
"687",103.819836,1.352083
"688",106.71514,10.814769
"690",133.775136,-25.274398
"696",-73.5491361,52.9399159
"699",-78.9995154,-1.5904721
"700",5.1214201,52.0907374
"701",-79.0067508,-2.8963065
"702",133.8807471,-23.698042
"703",12.56738,41.87194
"704",-78.183406,-1.831239
"706",-93.847189,44.9635738
"708",-79.0058965,-2.9001285
"709",-78.183406,-1.831239
"710",-68.9293819,-22.4543923
"711",-71.542969,-35.675147
"713",-99.1495107,19.4356338
"715",46.8568513,24.7480292
"717",-0.137163,50.82253
"719",-79.7441844,-3.06136
"720",-83.0363633,42.3149367
"721",-75.5742467,40.6519679
"723",-79.6441198,43.5890452
"724",-66.1110682,18.3615548
"725",-71.0588801,42.3600825
"727",6.1431577,46.2043907
"728",-95.712891,37.09024
"729",-71.0588801,42.3600825
"730",-75.6971931,45.4215296
"731",-95.9762767,36.0716801
"732",7.6615938,51.4332367
"733",-66.590149,18.220833
"734",-93.2650108,44.977753
"735",12.56738,41.87194
"736",-8.6291053,41.1579438
"737",-79.3831843,43.653226
"738",-66.590149,18.220833
"739",-4.2026458,56.4906712
"740",-121.6555013,36.6777372
"741",-78.183406,-1.831239
"742",-79.9192702,-1.9574839
"743",-79.9223592,-2.1709979
"744",-80.958462,-2.2233633
"745",-71.6639224,-35.4252666
"746",9.8450766,52.6367036
"749",-3.435973,55.378051
"750",9.7320104,52.3758916
"751",-7.2447879,52.6541454
"752",-118.3173209,34.0954806
"754",-99.133208,19.4326077
"757",-77.0718248,38.9284816
"758",-86.2353388,41.7055716
"759",-78.183406,-1.831239
"763",-118.2436849,34.0522342
"764",-121.4168133,38.5796726
"765",-78.9995154,-1.5904721
"766",-0.1277583,51.5073509
"767",0.121817,52.205337
"768",-79.3831843,43.653226
"769",-79.2112769,-4.0078909
"770",-78.4678382,-0.1806532
"771",-118.2436849,34.0522342
"774",-77.0368707,38.9071923
"775",-4.2026458,56.4906712
"776",-78.4678382,-0.1806532
"777",-113.4909267,53.544389
"778",10.9861466,48.2653605
"780",8.6821267,50.1109221
"781",10.451526,51.165691
"782",4.3517211,50.8503463
"783",3.7174243,51.0543422
"784",-3.7037902,40.4167754
"785",-74.0059728,40.7127753
"786",-78.183406,-1.831239
"787",9.501785,56.26392
"788",-102.552784,23.634501
"789",-98.2212979,26.4656319
"790",-102.552784,23.634501
"791",-78.4678382,-0.1806532
"793",-79.3831843,43.653226
"794",-82.1338961,29.2016499
"796",-80.452644,-1.0543434
"799",-77.8136035,-0.9962972
"800",-77.8136035,-0.9962972
"802",15.2551187,54.5259614
"803",-71.542969,-35.675147
"804",10.3279036,44.801485
"808",-3.188267,55.953252
"809",16.3738189,48.2081743
"810",-77.1527578,39.0839973
"811",-77.8600012,40.7933949
"814",-79.0192997,35.7595731
"816",-92.9475061,17.989456
"817",-95.712891,37.09024
"819",-79.3831843,43.653226
"820",-6.2603097,53.3498053
"824",-79.9223592,-2.1709979
"830",-99.133208,19.4326077
"832",-0.1277583,51.5073509
"835",-70.65074,-33.454275
"836",11.5819805,48.1351253
"837",-90.4564358,39.6297869
"838",-99.133208,19.4326077
"839",-72.1023351,-36.6062618
"840",-0.1277583,51.5073509
"842",12.3730747,51.3396955
"843",-78.183406,-1.831239
"844",6.129583,49.815273
"846",-0.1277583,51.5073509
"847",5.1214201,52.0907374
"848",19.5033041,47.162494
"849",-75.163389,39.9629406
"851",-6.2603097,53.3498053
"852",-8.6304976,52.6680204
"853",2.213749,46.227638
"854",7.5885761,47.5595986
"855",10.451526,51.165691
"856",-81.5312701,28.413638
"857",10.451526,51.165691
"858",-2.8690204,51.4329446
"859",6.2871221,50.8948824
"861",16.8718715,41.1171432
"862",114.057865,22.543096
"863",-95.845586,36.254479
"868",-95.712891,37.09024
"870",106.6296638,10.8230989
"871",84.124008,28.394857
"873",-78.4268758,-1.3928344
"874",-99.133208,19.4326077
"875",-116.5765035,53.9332706
"876",-81.3814238,28.5423463
"877",-122.4194155,37.7749295
"879",-85.6023643,44.3148443
"880",-79.2112769,-4.0078909
"881",-79.9223592,-2.1709979
"882",-79.9360593,-4.3758269
"883",-97.7327256,18.8819104
"884",-82.12784,29.2787765
"886",-70.6692655,-33.4488897
"887",2.1734035,41.3850639
"888",-119.4179324,36.778261
"889",-79.2112769,-4.0078909
"890",-70.6692655,-33.4488897
"891",-78.4678382,-0.1806532
"892",-79.5940544,-2.1387682
"893",-79.9360593,-4.3758269
"895",-77.0368707,38.9071923
"896",-95.857444,36.118537
"897",-119.6981901,34.4208305
"898",-118.369159,34.0757497
"899",-71.542969,-35.675147
"900",-70.7257258,-33.3726398
"901",-78.1260129,0.3499768
"902",-71.542969,-35.675147
"903",-70.6692655,-33.4488897
"904",-85.835733,10.295675
"905",-98.7591311,20.1010608
"906",-87.9535534,41.8397865
"907",-3.506101,51.659719
"908",-87.663045,41.8810644
"909",-79.1525349,40.6214551
"910",-104.8319195,39.7294319
"911",-77.0368707,38.9071923
"913",-70.7332891,-33.4982124
"914",-80.3582261,27.2730492
"916",-78.654646,-1.6635508
"917",-118.3089661,34.1808392
"919",-79.9223592,-2.1709979
"920",-95.370026,35.7475692
"922",-79.2112769,-4.0078909
"923",-79.9223592,-2.1709979
"925",-102.552784,23.634501
"926",-100.9855409,22.1564699
"927",-3.17909,51.481581
"928",-85.4783054,39.6911569
"930",4.1956212,12.4317585
"931",72.492711,22.979771
"932",2.0088747,41.563211
"934",-75.6971931,45.4215296
"935",-77.9841776,42.9783944
"936",12.354722,7.369722
"937",-121.4943996,38.5815719
"938",-78.183406,-1.831239
"939",7.0192196,51.0459248
"941",-113.7746723,50.3463355
"943",34.851612,31.046051
"944",-117.1610838,32.715738
"945",-123.133569,49.1665898
"946",-99.133208,19.4326077
"947",-87.4360804,30.4142478
"948",-79.0058965,-2.9001285
"949",-95.712891,37.09024
"950",-63.616672,-38.416097
"951",-102.552784,23.634501
"953",-87.6297982,41.8781136
"954",2.3112488,48.8403734
"955",9.27125,45.6102513
"956",-76.6121893,39.2903848
"958",-73.9973608,41.9270367
"959",-104.990251,39.7392358
"960",-1.5490774,53.8007554
"961",-122.3320708,47.6062095
"963",9.189982,45.4642035
"964",-70.5312022,-33.3848717
"965",-83.9811014,34.1140497
"966",-101.6767296,21.1231972
"967",-122.3320708,47.6062095
"968",-79.5346459,-1.801926
"969",-77.0368707,38.9071923
"970",-79.9223592,-2.1709979
"971",-98.6576724,20.6485245
"972",-96.6851982,40.8257625
"973",-0.1277583,51.5073509
"975",-97.3307658,32.7554883
"976",-80.4524903,-1.054723
"977",-122.3320708,47.6062095
"978",-97.7430608,30.267153
"979",-3.435973,55.378051
"980",-3.3260904,52.6464249
"981",-3.7837117,52.1306607
"982",-85.6680863,42.9633599
"983",-73.158318,44.496712
"985",2.3522219,48.856614
"986",-3.452151,56.071741
"987",-77.8136035,-0.9962972
"988",4.3517211,50.8503463
"989",-3.60512,55.070859
"990",-66.9036063,10.4805937
"991",-2.9349852,43.2630126
"992",-78.4678382,-0.1806532
"993",-77.1945247,41.2033216
"994",-78.183406,-1.831239
"995",11.5888216,48.1157354
"996",-78.4678382,-0.1806532
"997",-81.2452768,42.9849233
"998",-116.2086463,43.6130857
"999",-76.9950286,-0.4545163
